Title,,,Hazard,event_date,province,district,municipality,ward
"Landslide at Simkhola, Indrasarowar Rural Municipality-2",,,Landslide,9/7/2020,Bagmati,Makwanpur,Indrasarowar,2
"Landslide at kamerea, Sunkoshi Rural Municipality-2",,,Landslide,9/7/2020,Bagmati,Sindhuli,Sunkoshi,2
"Landslide at Timure, Gosaikunda Rural Municipality-2",,,Landslide,9/7/2020,Bagmati,Rasuwa,Gosaikunda,2
"Landslide at tatopani, Bhotekoshi Rural Municipality-2",,,Landslide,9/7/2020,Bagmati,Sindhupalchok,Bhotekoshi,2
"Landslide at balephi, Jugal Rural Municipality-3",,,Landslide,9/7/2020,Bagmati,Sindhupalchok,Jugal,3
"Landslide at Larcha, Bhotekoshi Rural Municipality-3",,,Landslide,9/7/2020,Bagmati,Sindhupalchok,Bhotekoshi,3
"Landslide at Jhareni, Jiri Municipality-1",,,Landslide,9/7/2020,Bagmati,Dolakha,Jiri,1
"Landslide at Tarchhung, Bhotekoshi Rural Municipality-3",,,Landslide,9/7/2020,Bagmati,Sindhupalchok,Bhotekoshi,3
"Landslide at Jambu, Barhabise Municipality-5",,,Landslide,8/7/2020,Bagmati,Sindhupalchok,Barhabise,5
"Landslide at Bulkute, Bhotekoshi Rural Municipality-5",,,Landslide,8/7/2020,Bagmati,Sindhupalchok,Bhotekoshi,5
"Landslide at kamerea, Sunkoshi Rural Municipality-1",,,Landslide,8/7/2020,Bagmati,Sindhuli,Sunkoshi,1
"Landslide at Busti, Baiteshwor Rural Municipality-6",,,Landslide,6/7/2020,Bagmati,Dolakha,Baiteshwor,6
"Landslide at Jurikhet, Bhimphedi Rural Municipality-6",,,Landslide,5/7/2020,Bagmati,Makwanpur,Bhimphedi,6
"Landslide at Bhaise, Chautara SangachokGadhi Municipality-9",,,Landslide,5/7/2020,Bagmati,Sindhupalchok,Chautara SangachokGadhi,9
"Landslide at Bhattadada, Bagmati Rural Municipality-3",,,Landslide,4/7/2020,Bagmati,Lalitpur,Bagmati,3
"Landslide at Kartike, Jugal Rural Municipality-4",,,Landslide,2/7/2020,Bagmati,Sindhupalchok,Jugal,4
"Landslide at Pangdur, Bagmati Rural Municipality-3",,,Landslide,29/06/2020,Bagmati,Lalitpur,Bagmati,3
"Landslide at Jurikhet, Bhimphedi Rural Municipality-6",,,Landslide,25/06/2020,Bagmati,Makwanpur,Bhimphedi,6
"Landslide at Ghadishaune, Bhimphedi Rural Municipality-6",,,Landslide,23/06/2020,Bagmati,Makwanpur,Bhimphedi,6
"Landslide at Kharkhole, Kamalamai Municipality-1",,,Landslide,23/06/2020,Bagmati,Sindhuli,Kamalamai,1
"Landslide at Dhusel, Bagmati Rural Municipality-1",,,Landslide,20/06/2020,Bagmati,Lalitpur,Bagmati,1
"Landslide at Bhattedada, Bagmati Rural Municipality-3",,,Landslide,19/06/2020,Bagmati,Lalitpur,Bagmati,3
"Landslide at Kulung, Gosaikunda Rural Municipality-3",,,Landslide,19/06/2020,Bagmati,Rasuwa,Gosaikunda,3
Landslide at Ichchhyakamana Rural Municipality-6,,,Landslide,16/06/2020,Bagmati,Chitwan,Ichchhyakamana,6
"Landslide at Bhattadada, Bagmati Rural Municipality-6",,,Landslide,16/06/2020,Bagmati,Lalitpur,Bagmati,6
"Landslide at Sano Chuilaikodo, Bagmati Rural Municipality-5",,,Landslide,16/06/2020,Bagmati,Lalitpur,Bagmati,5
"Landslide at Machkhola, Bagmati Rural Municipality-3",,,Landslide,15/06/2020,Bagmati,Lalitpur,Bagmati,3
"Landslide at Jurikhet, Bhimphedi Rural Municipality-6",,,Landslide,27/05/2020,Bagmati,Makwanpur,Bhimphedi,6
"Landslide at Bamrang , Benighat Rorang Rural Municipality-6",,,Landslide,26/03/2020,Bagmati,Dhading,Benighat Rorang,6
"Landslide at Syaulibazar, Dakshinkali Municipality-8",,,Landslide,16/01/2020,Bagmati,Kathmandu,Dakshinkali,8
"Landslide at Panglung Toll, Bagmati Rural Municipality-3",,,Landslide,16/01/2020,Bagmati,Lalitpur,Bagmati,3
"Landslide at Phulbari, Dhulikhel Municipality-11",,,Landslide,19/09/2019,Bagmati,Kavrepalanchok,Dhulikhel,11
"Landslide at Gamdibesi, Roshi Rural Municipality-9",,,Landslide,18/09/2019,Bagmati,Kavrepalanchok,Roshi,9
"Landslide at Jaisithok, Panchkhal Municipality-4",,,Landslide,17/09/2019,Bagmati,Kavrepalanchok,Panchkhal,4
"Landslide at Shreedanda, Temal Rural Municipality-2",,,Landslide,17/09/2019,Bagmati,Kavrepalanchok,Temal,2
"Landslide at Simle, Chautara SangachokGadhi Municipality-11",,,Landslide,17/09/2019,Bagmati,Sindhupalchok,Chautara SangachokGadhi,11
"Landslide at Tharuwa, Namobuddha Municipality-3",,,Landslide,17/09/2019,Bagmati,Kavrepalanchok,Namobuddha,3
"Landslide at Helambu, Mandandeupur Municipality-7",,,Landslide,16/09/2019,Bagmati,Kavrepalanchok,Mandandeupur,7
"Landslide at Chapleti, Dhulikhel Municipality-2",,,Landslide,15/09/2019,Bagmati,Kavrepalanchok,Dhulikhel,2
"Landslide at Pyutar, Bagmati Rural Municipality-4",,,Landslide,4/9/2019,Bagmati,Lalitpur,Bagmati,4
"Landslide at Dhusel, Bagmati Rural Municipality-1",,,Landslide,2/9/2019,Bagmati,Lalitpur,Bagmati,1
"Landslide at Bahramail, Kakani Rural Municipality-2",,,Landslide,31/08/2019,Bagmati,Nuwakot,Kakani,2
"Landslide at manmaiju, Tarakeshwor Municipality-9",,,Landslide,31/08/2019,Bagmati,Kathmandu,Tarakeshwor,9
"Landslide at Nimnung , Jugal Rural Municipality-2",,,Landslide,30/08/2019,Bagmati,Sindhupalchok,Jugal,2
"Landslide at Lidi, Jugal Rural Municipality-2",,,Landslide,24/08/2019,Bagmati,Sindhupalchok,Jugal,2
"Landslide at Rumba, Bagmati Rural Municipality-6",,,Landslide,23/08/2019,Bagmati,Lalitpur,Bagmati,6
"Landslide at Japhe, Tamakoshi Rural Municipality-3",,,Landslide,23/08/2019,Bagmati,Dolakha,Tamakoshi,3
"Landslide at Timure, Gosaikunda Rural Municipality-2",,,Landslide,22/08/2019,Bagmati,Rasuwa,Gosaikunda,2
"Landslide at Salle, Jiri Municipality-9",,,Landslide,22/08/2019,Bagmati,Dolakha,Jiri,9
"Landslide at Marbu, Gaurishankar Rural Municipality-7",,,Landslide,21/08/2019,Bagmati,Dolakha,Gaurishankar,7
"Landslide at Kapan Paiyutar, Budhanilakantha Municipality-11",,,Landslide,20/08/2019,Bagmati,Kathmandu,Budhanilakantha,11
"Landslide at Bhatpull, Mandandeupur Municipality-11",,,Landslide,10/8/2019,Bagmati,Kavrepalanchok,Mandandeupur,11
"Landslide at Pokhare, Chautara SangachokGadhi Municipality-11",,,Landslide,10/8/2019,Bagmati,Sindhupalchok,Chautara SangachokGadhi,11
"Landslide at Deurali , Mandandeupur Municipality-9",,,Landslide,9/8/2019,Bagmati,Kavrepalanchok,Mandandeupur,9
"Landslide at Lamabagar, Bigu Rural Municipality-1",,,Landslide,9/8/2019,Bagmati,Dolakha,Bigu,1
"Landslide at Ashrang, Bagmati Rural Municipality-7",,,Landslide,5/8/2019,Bagmati,Lalitpur,Bagmati,7
"Landslide at Chautis Kilo, Kakani Rural Municipality-4",,,Landslide,5/8/2019,Bagmati,Nuwakot,Kakani,4
"Landslide at Khale HIplo, Chautara SangachokGadhi Municipality-3",,,Landslide,5/8/2019,Bagmati,Sindhupalchok,Chautara SangachokGadhi,3
"Landslide at Simmasing, Balefi Rural Municipality-3",,,Landslide,5/8/2019,Bagmati,Sindhupalchok,Balefi,3
"Landslide at Jhagadedhara, Gaurishankar Rural Municipality-1",,,Landslide,2/8/2019,Bagmati,Dolakha,Gaurishankar,1
"Landslide at Garje, Gaurishankar Rural Municipality-3",,,Landslide,2/8/2019,Bagmati,Dolakha,Gaurishankar,3
"Landslide at Dudhkoshi, Sailung Rural Municipality-1",,,Landslide,28/07/2019,Bagmati,Dolakha,Sailung,1
"Landslide at Gagregagachre, Chaurideurali Rural Municipality-2",,,Landslide,27/07/2019,Bagmati,Kavrepalanchok,Chaurideurali,2
"Landslide at Hapsecharu, Thakre Rural Municipality-7",,,Landslide,26/07/2019,Bagmati,Dhading,Thakre,7
"Landslide at Timure, Gosaikunda Rural Municipality-2",,,Landslide,26/07/2019,Bagmati,Rasuwa,Gosaikunda,2
"Landslide at Susingtar, Gaurishankar Rural Municipality-7",,,Landslide,25/07/2019,Bagmati,Dolakha,Gaurishankar,7
"Landslide at Shreepur, Bakaiya Rural Municipality-5",,,Landslide,23/07/2019,Bagmati,Makwanpur,Bakaiya,5
"Landslide at Lamidada, Kalinchok Rural Municipality-4",,,Landslide,23/07/2019,Bagmati,Dolakha,Kalinchok,4
"Landslide at Kapan, Budhanilakantha Municipality-10",,,Landslide,16/07/2019,Bagmati,Kathmandu,Budhanilakantha,10
"Landslide at Nauchal, Suryabinayak Municipality-8",,,Landslide,16/07/2019,Bagmati,Bhaktapur,Suryabinayak,8
"Landslide at Kalleri, Gangajamuna Rural Municipality-5",,,Landslide,15/07/2019,Bagmati,Dhading,Gangajamuna,5
"Landslide at Markhu, Indrasarowar Rural Municipality-1",,,Landslide,14/07/2019,Bagmati,Makwanpur,Indrasarowar,1
"Landslide at Chaumata, Indrasarowar Rural Municipality-1",,,Landslide,14/07/2019,Bagmati,Makwanpur,Indrasarowar,1
Landslide at Indrasarowar Rural Municipality-2,,,Landslide,14/07/2019,Bagmati,Makwanpur,Indrasarowar,2
"Landslide at Chitradhari, Dakshinkali Municipality-8",,,Landslide,14/07/2019,Bagmati,Kathmandu,Dakshinkali,8
"Landslide at Lamagaun, Dakshinkali Municipality-9",,,Landslide,14/07/2019,Bagmati,Kathmandu,Dakshinkali,9
"Landslide at Gagate, Bhimphedi Rural Municipality-8",,,Landslide,14/07/2019,Bagmati,Makwanpur,Bhimphedi,8
"Landslide at Lingling, Gosaikunda Rural Municipality-2",,,Landslide,14/07/2019,Bagmati,Rasuwa,Gosaikunda,2
"Landslide at Bunitar, Dudhouli Municipality-12",,,Landslide,12/7/2019,Bagmati,Sindhuli,Dudhouli,12
"Landslide at Karamtar, Ramechhap Municipality-7",,,Landslide,12/7/2019,Bagmati,Ramechhap,Ramechhap,7
Landslide at Mahankal Rural Municipality-1,,,Landslide,12/7/2019,Bagmati,Lalitpur,Mahankal,1
"Landslide at Sankhu, Konjyosom Rural Municipality-2",,,Landslide,12/7/2019,Bagmati,Lalitpur,Konjyosom,2
"Landslide at Talti, Benighat Rorang Rural Municipality-2",,,Landslide,12/7/2019,Bagmati,Dhading,Benighat Rorang,2
"Landslide at Dhandada, Bagmati Rural Municipality-4",,,Landslide,12/7/2019,Bagmati,Lalitpur,Bagmati,4
"Landslide at Panchkilo, Bhimphedi Rural Municipality-9",,,Landslide,12/7/2019,Bagmati,Makwanpur,Bhimphedi,9
"Landslide at Khaniyakhark, Golanjor Rural Municipality-5",,,Landslide,11/7/2019,Bagmati,Sindhuli,Golanjor,5
"Landslide at Khurkot, Manthali Municipality-6",,,Landslide,11/7/2019,Bagmati,Ramechhap,Manthali,6
"Landslide at Deurali, Indrasarowar Rural Municipality-2",,,Landslide,11/7/2019,Bagmati,Makwanpur,Indrasarowar,2
"Landslide at Gyampe Khola, Sunkoshi Rural Municipality-1",,,Landslide,11/7/2019,Bagmati,Sindhuli,Sunkoshi,1
"Landslide at Jhulke, Phikkal Rural Municipality-1",,,Landslide,11/7/2019,Bagmati,Sindhuli,Phikkal,1
Landslide at Bhimeshwor Municipality-3,,,Landslide,11/7/2019,Bagmati,Dolakha,Bhimeshwor,3
Landslide at Panchpokhari Thangpal Rural Municipality-6,,,Landslide,11/7/2019,Bagmati,Sindhupalchok,Panchpokhari Thangpal,6
Landslide at Dakshinkali Municipality-8,,,Landslide,11/7/2019,Bagmati,Kathmandu,Dakshinkali,8
"Landslide at Baguwa, Bagmati Rural Municipality-2",,,Landslide,11/7/2019,Bagmati,Lalitpur,Bagmati,2
"Landslide at Thingan, Bakaiya Rural Municipality-12",,,Landslide,11/7/2019,Bagmati,Makwanpur,Bakaiya,12
"Landslide at Kalanki, Indrasarowar Rural Municipality-2",,,Landslide,11/7/2019,Bagmati,Makwanpur,Indrasarowar,2
"Landslide at Chunatal, Banepa Municipality-3",,,Landslide,11/7/2019,Bagmati,Kavrepalanchok,Banepa,3
"Landslide at Baderemod, Benighat Rorang Rural Municipality-10",,,Landslide,11/7/2019,Bagmati,Dhading,Benighat Rorang,10
"Landslide at Kavrebhangyang, Dhulikhel Municipality-11",,,Landslide,11/7/2019,Bagmati,Kavrepalanchok,Dhulikhel,11
"Landslide at Dhaneghat, Ramechhap Municipality-7",,,Landslide,11/7/2019,Bagmati,Ramechhap,Ramechhap,7
"Landslide at Daringal, Gajuri Rural Municipality-4",,,Landslide,11/7/2019,Bagmati,Dhading,Gajuri,4
"Landslide at Kartiz, Roshi Rural Municipality-11",,,Landslide,11/7/2019,Bagmati,Kavrepalanchok,Roshi,11
"Landslide at Gimdhi, Bagmati Rural Municipality-7",,,Landslide,11/7/2019,Bagmati,Lalitpur,Bagmati,7
"Landslide at Pyanggaun, Godawari_Lalitpur Municipality-11",,,Landslide,11/7/2019,Bagmati,Lalitpur,Godawari_Lalitpur,11
"Landslide at Kalikhola, Kailash Rural Municipality-5",,,Landslide,11/7/2019,Bagmati,Makwanpur,Kailash,5
"Landslide at Kameme Fath, Sunkoshi Rural Municipality-2",,,Landslide,11/7/2019,Bagmati,Sindhuli,Sunkoshi,2
"Landslide at Mamti, Roshi Rural Municipality-11",,,Landslide,11/7/2019,Bagmati,Kavrepalanchok,Roshi,11
"Landslide at Hasule, Indrasarowar Rural Municipality-2",,,Landslide,11/7/2019,Bagmati,Makwanpur,Indrasarowar,2
"Landslide at Deurali, Indrasarowar Rural Municipality-2",,,Landslide,11/7/2019,Bagmati,Makwanpur,Indrasarowar,2
Landslide at Gokulganga Rural Municipality-4,,,Landslide,11/7/2019,Bagmati,Ramechhap,Gokulganga,4
Landslide at Gokulganga Rural Municipality-4,,,Landslide,11/7/2019,Bagmati,Ramechhap,Gokulganga,4
Landslide at Gokulganga Rural Municipality-4,,,Landslide,11/7/2019,Bagmati,Ramechhap,Gokulganga,4
Landslide at Sunapati Rural Municipality-4,,,Landslide,11/7/2019,Bagmati,Ramechhap,Sunapati,4
Landslide at Gokulganga Rural Municipality-4,,,Landslide,11/7/2019,Bagmati,Ramechhap,Gokulganga,4
Landslide at Kamalamai Municipality-5,,,Landslide,11/7/2019,Bagmati,Sindhuli,Kamalamai,5
Landslide at Kamalamai Municipality-5,,,Landslide,11/7/2019,Bagmati,Sindhuli,Kamalamai,5
Landslide at Kamalamai Municipality-5,,,Landslide,11/7/2019,Bagmati,Sindhuli,Kamalamai,5
Landslide at Kamalamai Municipality-5,,,Landslide,11/7/2019,Bagmati,Sindhuli,Kamalamai,5
Landslide at Kamalamai Municipality-5,,,Landslide,11/7/2019,Bagmati,Sindhuli,Kamalamai,5
Landslide at Kamalamai Municipality-5,,,Landslide,11/7/2019,Bagmati,Sindhuli,Kamalamai,5
Landslide at Phikkal Rural Municipality-2,,,Landslide,10/7/2019,Bagmati,Sindhuli,Phikkal,2
"Landslide at Mamti, Roshi Rural Municipality-11",,,Landslide,10/7/2019,Bagmati,Kavrepalanchok,Roshi,11
"Landslide at Jyamire, Indrasarowar Rural Municipality-3",,,Landslide,10/7/2019,Bagmati,Makwanpur,Indrasarowar,3
Landslide at Netrawati Dabjong Rural Municipality-1,,,Landslide,10/7/2019,Bagmati,Dhading,Netrawati Dabjong,1
"Landslide at Jitpur, Makawanpurgadhi Rural Municipality-2",,,Landslide,9/7/2019,Bagmati,Makwanpur,Makawanpurgadhi,2
"Landslide at Chepare, Indrasarowar Rural Municipality-2",,,Landslide,9/7/2019,Bagmati,Makwanpur,Indrasarowar,2
Landslide at Bagmati Rural Municipality-3,,,Landslide,9/7/2019,Bagmati,Lalitpur,Bagmati,3
"Landslide at Naichal, Suryabinayak Municipality-8",,,Landslide,9/7/2019,Bagmati,Bhaktapur,Suryabinayak,8
"Landslide at Tatopani, Gosaikunda Rural Municipality-5",,,Landslide,8/7/2019,Bagmati,Rasuwa,Gosaikunda,5
"Landslide at Bhimphedi, Bhimphedi Rural Municipality-8",,,Landslide,7/7/2019,Bagmati,Makwanpur,Bhimphedi,8
"Landslide at Timure, Gosaikunda Rural Municipality-2",,,Landslide,7/7/2019,Bagmati,Rasuwa,Gosaikunda,2
"Landslide at Chesakhare, Gaurishankar Rural Municipality-8",,,Landslide,5/7/2019,Bagmati,Dolakha,Gaurishankar,8
Landslide at Shivapuri Rural Municipality-6,,,Landslide,5/7/2019,Bagmati,Nuwakot,Shivapuri,6
"Landslide at Lamosangu, Bhimeshwor Municipality-9",,,Landslide,4/7/2019,Bagmati,Dolakha,Bhimeshwor,9
"Landslide at Ghaleganu, Kalika Rural Municipality-5",,,Landslide,4/7/2019,Bagmati,Rasuwa,Kalika,5
"Landslide at Tinkilo, Ichchhyakamana Rural Municipality-5",,,Landslide,2/7/2019,Bagmati,Chitwan,Ichchhyakamana,5
"Landslide at Charkilo, Ichchhyakamana Rural Municipality-6",,,Landslide,1/7/2019,Bagmati,Chitwan,Ichchhyakamana,6
"Landslide at Badeheremod, Benighat Rorang Rural Municipality-10",,,Landslide,1/7/2019,Bagmati,Dhading,Benighat Rorang,10
"Landslide at 17 Kilo, Bharatpur Metropolitan City-29",,,Landslide,29/06/2019,Bagmati,Chitwan,Bharatpur,29
"Landslide at Mahesh Dovan, Galchi Rural Municipality-6",,,Landslide,25/06/2019,Bagmati,Dhading,Galchi,6
"Landslide at Khanikhola, Indrasarowar Rural Municipality-2",,,Landslide,23/06/2019,Bagmati,Makwanpur,Indrasarowar,2
Landslide at Indrasarowar Rural Municipality-3,,,Landslide,21/06/2019,Bagmati,Makwanpur,Indrasarowar,3
"Landslide at Lingling, Gosaikunda Rural Municipality-3",,,Landslide,21/06/2019,Bagmati,Rasuwa,Gosaikunda,3
"Landslide at Tatopani, Gosaikunda Rural Municipality-2",,,Landslide,19/06/2019,Bagmati,Rasuwa,Gosaikunda,2
Landslide at Indrasarowar Rural Municipality-3,,,Landslide,16/06/2019,Bagmati,Makwanpur,Indrasarowar,3
Landslide at Benighat Rorang Rural Municipality-10,,,Landslide,5/6/2019,Bagmati,Dhading,Benighat Rorang,10
"Landslide at Thigan, Bakaiya Rural Municipality-12",,,Landslide,1/6/2019,Bagmati,Makwanpur,Bakaiya,12
Landslide at Bakaiya Rural Municipality-11,,,Landslide,29/05/2019,Bagmati,Makwanpur,Bakaiya,11
"Landslide at Khaniyakhark, Golanjor Rural Municipality-5",,,Landslide,20/05/2019,Bagmati,Sindhuli,Golanjor,5
"Landslide at Chhamar Chhap, Kakani Rural Municipality-6",,,Landslide,20/04/2019,Bagmati,Nuwakot,Kakani,6
"Landslide at Gagate, Bhimphedi Rural Municipality-8",,,Landslide,14/04/2019,Bagmati,Makwanpur,Bhimphedi,8
Landslide at Bhumlu Rural Municipality-10,,,Landslide,5/4/2019,Bagmati,Kavrepalanchok,Bhumlu,10
Landslide at Phikkal Rural Municipality-6,,,Landslide,15/02/2019,Bagmati,Sindhuli,Phikkal,6
Landslide at Bethanchowk Rural Municipality-4,,,Landslide,22/01/2019,Bagmati,Kavrepalanchok,Bethanchowk,4
Landslide at Bidur Municipality-11,,,Landslide,1/1/2019,Bagmati,Nuwakot,Bidur,11
Landslide at Bakaiya Rural Municipality-12,,,Landslide,14/09/2018,Bagmati,Makwanpur,Bakaiya,12
Landslide at Gosaikunda Rural Municipality-1,,,Landslide,14/09/2018,Bagmati,Rasuwa,Gosaikunda,1
Landslide at Dupcheshwar Rural Municipality-1,,,Landslide,11/9/2018,Bagmati,Nuwakot,Dupcheshwar,1
Landslide at Ichchhyakamana Rural Municipality-6,,,Landslide,10/9/2018,Bagmati,Chitwan,Ichchhyakamana,6
Landslide at Uttargaya Rural Municipality-1,,,Landslide,10/9/2018,Bagmati,Rasuwa,Uttargaya,1
Landslide at Bagmati Rural Municipality-8,,,Landslide,4/9/2018,Bagmati,Makwanpur,Bagmati,8
Landslide at Tarakeshwor Municipality-9,,,Landslide,1/9/2018,Bagmati,Kathmandu,Tarakeshwor,9
Landslide at Shivapuri Rural Municipality-7,,,Landslide,28/08/2018,Bagmati,Nuwakot,Shivapuri,7
Landslide at Chandragiri Municipality-1,,,Landslide,27/08/2018,Bagmati,Kathmandu,Chandragiri,1
Landslide at Thakre Rural Municipality-2,,,Landslide,26/08/2018,Bagmati,Dhading,Thakre,2
Landslide at Shivapuri Rural Municipality-6,,,Landslide,25/08/2018,Bagmati,Nuwakot,Shivapuri,6
Landslide at Gosaikunda Rural Municipality-2,,,Landslide,23/08/2018,Bagmati,Rasuwa,Gosaikunda,2
Landslide at Nagarjun Municipality-8,,,Landslide,23/08/2018,Bagmati,Kathmandu,Nagarjun,8
Landslide at Kageshwori Manahora Municipality-3,,,Landslide,18/08/2018,Bagmati,Kathmandu,Kageshwori Manahora,3
Landslide at Tarakeshwor Municipality-3,,,Landslide,17/08/2018,Bagmati,Kathmandu,Tarakeshwor,3
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,17/08/2018,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Panchakanya Rural Municipality-5,,,Landslide,17/08/2018,Bagmati,Nuwakot,Panchakanya,5
Landslide at Tripura Sundari Rural Municipality-4,,,Landslide,16/08/2018,Bagmati,Dhading,Tripura Sundari,4
Landslide at Bidur Municipality-2,,,Landslide,16/08/2018,Bagmati,Nuwakot,Bidur,2
Landslide at Gosaikunda Rural Municipality-2,,,Landslide,15/08/2018,Bagmati,Rasuwa,Gosaikunda,2
Landslide at Jugal Rural Municipality-2,,,Landslide,14/08/2018,Bagmati,Sindhupalchok,Jugal,2
Landslide at Mandandeupur Municipality-10,,,Landslide,7/8/2018,Bagmati,Kavrepalanchok,Mandandeupur,10
Landslide at Bigu Rural Municipality-3,,,Landslide,7/8/2018,Bagmati,Dolakha,Bigu,3
Landslide at Jugal Rural Municipality-2,,,Landslide,7/8/2018,Bagmati,Sindhupalchok,Jugal,2
Landslide at Panchpokhari Thangpal Rural Municipality-7,,,Landslide,7/8/2018,Bagmati,Sindhupalchok,Panchpokhari Thangpal,7
Landslide at Kakani Rural Municipality-4,,,Landslide,5/8/2018,Bagmati,Nuwakot,Kakani,4
Landslide at Suryagadhi Rural Municipality-5,,,Landslide,5/8/2018,Bagmati,Nuwakot,Suryagadhi,5
Landslide at Changunarayan Municipality-5,,,Landslide,5/8/2018,Bagmati,Bhaktapur,Changunarayan,5
Landslide at Roshi Rural Municipality-1,,,Landslide,4/8/2018,Bagmati,Kavrepalanchok,Roshi,1
Landslide at Gosaikunda Rural Municipality-6,,,Landslide,2/8/2018,Bagmati,Rasuwa,Gosaikunda,6
Landslide at Mahabharat Rural Municipality-1,,,Landslide,2/8/2018,Bagmati,Kavrepalanchok,Mahabharat,1
Landslide at Benighat Rorang Rural Municipality-10,,,Landslide,1/8/2018,Bagmati,Dhading,Benighat Rorang,10
Landslide at Jugal Rural Municipality-2,,,Landslide,28/07/2018,Bagmati,Sindhupalchok,Jugal,2
Landslide at Panchakanya Rural Municipality-2,,,Landslide,27/07/2018,Bagmati,Nuwakot,Panchakanya,2
Landslide at Umakunda Rural Municipality-3,,,Landslide,27/07/2018,Bagmati,Ramechhap,Umakunda,3
Landslide at Gosaikunda Rural Municipality-2,,,Landslide,25/07/2018,Bagmati,Rasuwa,Gosaikunda,2
Landslide at Mahankal Rural Municipality-3,,,Landslide,24/07/2018,Bagmati,Lalitpur,Mahankal,3
Landslide at Konjyosom Rural Municipality-5,,,Landslide,24/07/2018,Bagmati,Lalitpur,Konjyosom,5
Landslide at Galchi Rural Municipality-2,,,Landslide,24/07/2018,Bagmati,Dhading,Galchi,2
Landslide at Suryagadhi Rural Municipality-3,,,Landslide,18/07/2018,Bagmati,Nuwakot,Suryagadhi,3
Landslide at Bidur Municipality-2,,,Landslide,18/07/2018,Bagmati,Nuwakot,Bidur,2
Landslide at Tadi Rural Municipality-5,,,Landslide,18/07/2018,Bagmati,Nuwakot,Tadi,5
Landslide at Shivapuri Rural Municipality-3,,,Landslide,18/07/2018,Bagmati,Nuwakot,Shivapuri,3
Landslide at Shivapuri Rural Municipality-8,,,Landslide,16/07/2018,Bagmati,Nuwakot,Shivapuri,8
Landslide at Umakunda Rural Municipality-4,,,Landslide,13/07/2018,Bagmati,Ramechhap,Umakunda,4
Landslide at Changunarayan Municipality-7,,,Landslide,13/07/2018,Bagmati,Bhaktapur,Changunarayan,7
Landslide at Tadi Rural Municipality-1,,,Landslide,13/07/2018,Bagmati,Nuwakot,Tadi,1
Landslide at Bhimeshwor Municipality-3,,,Landslide,13/07/2018,Bagmati,Dolakha,Bhimeshwor,3
Landslide at Bigu Rural Municipality-5,,,Landslide,13/07/2018,Bagmati,Dolakha,Bigu,5
Landslide at Panauti Municipality-2,,,Landslide,12/7/2018,Bagmati,Kavrepalanchok,Panauti,2
Landslide at Changunarayan Municipality-5,,,Landslide,12/7/2018,Bagmati,Bhaktapur,Changunarayan,5
Landslide at Naukunda Rural Municipality-4,,,Landslide,12/7/2018,Bagmati,Rasuwa,Naukunda,4
Landslide at Panauti Municipality-2,,,Landslide,11/7/2018,Bagmati,Kavrepalanchok,Panauti,2
Landslide at Banepa Municipality-7,,,Landslide,11/7/2018,Bagmati,Kavrepalanchok,Banepa,7
Landslide at Banepa Municipality-2,,,Landslide,11/7/2018,Bagmati,Kavrepalanchok,Banepa,2
Landslide at Roshi Rural Municipality-9,,,Landslide,11/7/2018,Bagmati,Kavrepalanchok,Roshi,9
Landslide at Panauti Municipality-3,,,Landslide,11/7/2018,Bagmati,Kavrepalanchok,Panauti,3
Landslide at Changunarayan Municipality-7,,,Landslide,11/7/2018,Bagmati,Bhaktapur,Changunarayan,7
Landslide at Belkotgadhi Municipality-1,,,Landslide,11/7/2018,Bagmati,Nuwakot,Belkotgadhi,1
Landslide at Melamchi Municipality-4,,,Landslide,11/7/2018,Bagmati,Sindhupalchok,Melamchi,4
Landslide at Mandandeupur Municipality-2,,,Landslide,11/7/2018,Bagmati,Kavrepalanchok,Mandandeupur,2
Landslide at Bidur Municipality-2,,,Landslide,11/7/2018,Bagmati,Nuwakot,Bidur,2
Landslide at Gokulganga Rural Municipality-3,,,Landslide,10/7/2018,Bagmati,Ramechhap,Gokulganga,3
Landslide at Doramba Rural Municipality-2,,,Landslide,10/7/2018,Bagmati,Ramechhap,Doramba,2
Landslide at Umakunda Rural Municipality-6,,,Landslide,10/7/2018,Bagmati,Ramechhap,Umakunda,6
Landslide at Jiri Municipality-1,,,Landslide,9/7/2018,Bagmati,Dolakha,Jiri,1
Landslide at Doramba Rural Municipality-4,,,Landslide,9/7/2018,Bagmati,Ramechhap,Doramba,4
Landslide at Shivapuri Rural Municipality-1,,,Landslide,9/7/2018,Bagmati,Nuwakot,Shivapuri,1
Landslide at Helambu Rural Municipality-5,,,Landslide,8/7/2018,Bagmati,Sindhupalchok,Helambu,5
Landslide at Golanjor Rural Municipality-4,,,Landslide,3/7/2018,Bagmati,Sindhuli,Golanjor,4
Landslide at Indrasarowar Rural Municipality-1,,,Landslide,1/7/2018,Bagmati,Makwanpur,Indrasarowar,1
Landslide at Thaha Municipality-7,,,Landslide,1/7/2018,Bagmati,Makwanpur,Thaha,7
Landslide at Netrawati Dabjong Rural Municipality-1,,,Landslide,26/06/2018,Bagmati,Dhading,Netrawati Dabjong,1
Landslide at Khaniyabash Rural Municipality-5,,,Landslide,26/06/2018,Bagmati,Dhading,Khaniyabash,5
